NOII_type,NOAM_type,NOCS_type,NOM_type,NMO_type,ATFD_type,FANOUT_type,NOMNAMM_type,NOA_type,NIM_type,DIT_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,CBO_type,RFC_type,NOC_type,WMC_type,LCOM5_type,WOC_type,WMCNAMM_type,AMW_type,AMWNAMM_type,NOCS_package,NOMNAMM_package,NOI_package,LOC_package,NOM_package,NOPK_project,NOCS_project,NOI_project,NOM_project,NOMNAMM_project,LOC_project,visibility_type,modifier_type,isStatic_type,NOPA_type,number_private_visibility_attributes,number_protected_visibility_attributes,is_smelly
13.0,10.0,2.0,36,18.0,22.0,3.0,36,18.0,5.0,2,113,71,15.0,22.0,12.0,4.0,13.0,10,0,1.0,6,12.0,5.0,13.0,26,7.0,82,17,5.0,13.0,20.0,14,18,119,18.0,21.0,24.0,3.0,8.0,11.0,true
26.0,5.0,22.0,7,13.0,23.0,11.0,0,25.0,11.0,1,44,57,0.0,16.0,1.0,7.0,12.0,17,8,17.0,5,25.0,18.0,8.0,35,14.0,101,34,11.0,6.0,23.0,2,24,68,24.0,2.0,17.0,11.0,1.0,4.0,false
23.0,8.0,6.0,22,22.0,19.0,14.0,5,22.0,11.0,3,24,125,26.0,14.0,20.0,17.0,19.0,19,0,13.0,12,7.0,21.0,12.0,31,17.0,27,7,22.0,13.0,24.0,11,5,142,13.0,9.0,20.0,25.0,5.0,0.0,false
16.0,22.0,22.0,36,9.0,4.0,12.0,32,22.0,22.0,2,96,25,9.0,24.0,25.0,3.0,21.0,9,9,5.0,11,21.0,19.0,3.0,6,4.0,65,5,0.0,19.0,18.0,21,3,69,12.0,2.0,11.0,5.0,23.0,24.0,false
19.0,12.0,13.0,4,18.0,1.0,16.0,16,23.0,11.0,1,32,105,4.0,1.0,4.0,22.0,15.0,0,4,19.0,5,23.0,8.0,5.0,9,2.0,133,15,22.0,9.0,8.0,10,3,121,10.0,2.0,20.0,0.0,4.0,4.0,true
4.0,1.0,24.0,30,23.0,8.0,25.0,36,3.0,4.0,3,107,128,19.0,18.0,21.0,14.0,13.0,13,7,6.0,11,23.0,1.0,2.0,28,8.0,96,24,1.0,6.0,24.0,27,7,27,4.0,22.0,24.0,1.0,26.0,15.0,false
15.0,3.0,17.0,26,13.0,12.0,17.0,32,26.0,7.0,2,129,87,17.0,3.0,25.0,26.0,0.0,12,4,23.0,14,1.0,0.0,9.0,6,21.0,126,4,9.0,17.0,0.0,7,27,6,5.0,19.0,12.0,0.0,24.0,25.0,true
5.0,1.0,7.0,26,26.0,17.0,0.0,20,11.0,10.0,1,83,128,25.0,2.0,25.0,11.0,8.0,12,0,24.0,19,5.0,6.0,17.0,9,1.0,77,4,16.0,2.0,24.0,29,9,23,21.0,0.0,3.0,0.0,10.0,1.0,true
0.0,2.0,10.0,13,24.0,26.0,22.0,35,0.0,25.0,2,33,125,13.0,26.0,26.0,4.0,6.0,2,0,4.0,11,13.0,21.0,21.0,9,1.0,1,26,11.0,10.0,2.0,32,30,44,4.0,5.0,0.0,4.0,20.0,20.0,false
7.0,7.0,25.0,15,20.0,23.0,26.0,1,4.0,13.0,0,54,27,13.0,7.0,11.0,25.0,20.0,14,7,25.0,10,19.0,9.0,24.0,35,10.0,24,13,17.0,25.0,6.0,13,29,56,24.0,5.0,26.0,25.0,26.0,23.0,false
0.0,17.0,4.0,12,23.0,14.0,21.0,24,19.0,24.0,3,93,102,0.0,5.0,7.0,21.0,17.0,7,6,19.0,15,12.0,4.0,14.0,22,18.0,128,25,15.0,6.0,14.0,5,26,130,17.0,16.0,22.0,3.0,18.0,9.0,false
21.0,19.0,13.0,32,22.0,12.0,6.0,29,25.0,22.0,2,130,53,1.0,1.0,8.0,8.0,21.0,3,10,23.0,15,13.0,13.0,1.0,29,9.0,111,23,9.0,9.0,25.0,10,0,73,6.0,20.0,17.0,5.0,8.0,2.0,true
9.0,18.0,19.0,8,3.0,10.0,9.0,14,25.0,12.0,0,126,29,14.0,18.0,12.0,16.0,24.0,3,4,17.0,17,0.0,12.0,12.0,15,25.0,11,23,0.0,1.0,17.0,10,4,105,17.0,25.0,19.0,3.0,11.0,14.0,true
18.0,26.0,6.0,9,6.0,23.0,22.0,18,18.0,0.0,3,6,32,9.0,18.0,5.0,15.0,2.0,16,0,11.0,16,15.0,15.0,0.0,22,21.0,142,21,13.0,18.0,25.0,8,27,58,6.0,20.0,26.0,25.0,18.0,23.0,false
0.0,26.0,25.0,21,12.0,6.0,24.0,8,24.0,19.0,2,40,4,26.0,2.0,18.0,16.0,13.0,11,10,11.0,0,1.0,5.0,25.0,25,7.0,134,29,20.0,19.0,6.0,30,19,131,19.0,9.0,20.0,13.0,9.0,2.0,false
9.0,19.0,20.0,16,12.0,6.0,8.0,22,5.0,24.0,3,109,118,11.0,6.0,8.0,8.0,1.0,14,4,16.0,7,13.0,4.0,13.0,4,6.0,98,16,24.0,23.0,13.0,29,2,34,14.0,8.0,26.0,1.0,19.0,22.0,false
0.0,9.0,8.0,6,22.0,18.0,9.0,25,4.0,11.0,3,91,82,15.0,11.0,26.0,7.0,22.0,17,5,10.0,1,18.0,11.0,1.0,14,11.0,69,4,23.0,6.0,16.0,10,21,123,1.0,5.0,23.0,13.0,15.0,11.0,false
2.0,1.0,6.0,6,5.0,23.0,26.0,20,0.0,20.0,0,90,61,6.0,3.0,16.0,15.0,22.0,4,9,1.0,19,19.0,20.0,3.0,21,25.0,66,27,2.0,8.0,15.0,12,14,132,18.0,10.0,2.0,19.0,18.0,17.0,false
2.0,17.0,2.0,23,2.0,16.0,23.0,8,1.0,22.0,3,72,147,4.0,10.0,11.0,23.0,2.0,13,10,9.0,16,3.0,3.0,0.0,19,2.0,145,34,0.0,11.0,4.0,25,29,31,0.0,26.0,8.0,19.0,3.0,3.0,true
17.0,25.0,5.0,25,22.0,23.0,4.0,36,8.0,21.0,0,52,32,13.0,13.0,20.0,3.0,7.0,13,7,2.0,0,9.0,25.0,24.0,31,26.0,27,11,1.0,16.0,23.0,27,11,18,8.0,7.0,2.0,24.0,10.0,9.0,false
8.0,4.0,19.0,28,18.0,5.0,19.0,22,17.0,12.0,2,35,71,17.0,7.0,16.0,0.0,11.0,11,6,16.0,10,12.0,8.0,16.0,1,10.0,15,34,10.0,17.0,12.0,2,22,13,21.0,0.0,6.0,8.0,17.0,20.0,false
1.0,25.0,3.0,22,11.0,4.0,13.0,30,6.0,0.0,2,47,128,11.0,21.0,11.0,3.0,20.0,12,10,1.0,14,19.0,4.0,5.0,15,13.0,139,26,1.0,12.0,12.0,27,31,61,9.0,6.0,24.0,5.0,14.0,2.0,true
0.0,26.0,15.0,28,6.0,2.0,14.0,35,14.0,3.0,1,90,71,16.0,11.0,21.0,7.0,8.0,2,1,20.0,1,7.0,3.0,25.0,34,19.0,78,20,26.0,3.0,12.0,36,2,94,21.0,25.0,8.0,9.0,25.0,8.0,false
12.0,20.0,13.0,22,3.0,26.0,21.0,12,23.0,24.0,0,79,5,22.0,17.0,25.0,18.0,10.0,7,1,3.0,7,22.0,7.0,26.0,20,17.0,3,35,13.0,10.0,20.0,24,13,79,26.0,26.0,0.0,16.0,10.0,16.0,true
18.0,7.0,25.0,13,8.0,5.0,8.0,5,8.0,14.0,1,118,1,24.0,1.0,16.0,25.0,10.0,1,6,13.0,17,22.0,13.0,25.0,13,2.0,10,22,2.0,4.0,22.0,14,24,148,16.0,4.0,5.0,15.0,15.0,10.0,false
20.0,22.0,11.0,27,23.0,18.0,26.0,30,21.0,5.0,0,32,46,9.0,21.0,26.0,19.0,2.0,19,2,22.0,16,21.0,6.0,20.0,26,12.0,85,4,3.0,23.0,11.0,23,22,34,2.0,9.0,2.0,0.0,1.0,6.0,false
0.0,1.0,16.0,2,8.0,7.0,6.0,22,25.0,13.0,1,58,53,4.0,25.0,23.0,4.0,11.0,10,8,2.0,9,2.0,13.0,7.0,24,3.0,19,10,11.0,23.0,17.0,32,12,80,2.0,17.0,17.0,4.0,21.0,16.0,false
1.0,9.0,8.0,16,24.0,21.0,26.0,21,18.0,17.0,3,50,38,26.0,25.0,2.0,13.0,3.0,19,6,12.0,0,19.0,22.0,13.0,2,23.0,129,3,22.0,15.0,4.0,1,1,140,21.0,5.0,13.0,20.0,12.0,10.0,false
11.0,10.0,11.0,7,24.0,8.0,12.0,32,22.0,24.0,2,83,74,18.0,0.0,24.0,7.0,18.0,6,9,6.0,17,25.0,23.0,24.0,15,12.0,90,10,26.0,2.0,8.0,34,34,142,24.0,19.0,17.0,5.0,4.0,11.0,false
9.0,24.0,17.0,7,19.0,25.0,18.0,9,26.0,11.0,3,37,130,21.0,21.0,20.0,20.0,2.0,5,6,18.0,17,24.0,26.0,19.0,30,17.0,74,29,10.0,26.0,10.0,23,14,64,0.0,6.0,1.0,1.0,1.0,6.0,false
24.0,1.0,23.0,4,26.0,8.0,9.0,18,15.0,15.0,3,23,5,13.0,11.0,1.0,19.0,26.0,16,0,22.0,3,0.0,25.0,9.0,22,12.0,103,30,3.0,5.0,7.0,30,8,8,1.0,16.0,25.0,22.0,15.0,22.0,false
10.0,23.0,0.0,22,12.0,14.0,17.0,11,7.0,4.0,3,16,91,23.0,12.0,7.0,21.0,11.0,16,2,20.0,19,2.0,23.0,8.0,28,14.0,135,21,22.0,23.0,7.0,35,15,114,17.0,8.0,19.0,15.0,7.0,14.0,false
18.0,3.0,18.0,7,1.0,24.0,1.0,21,21.0,25.0,3,137,61,9.0,12.0,7.0,16.0,11.0,9,1,5.0,16,18.0,12.0,12.0,16,12.0,83,27,11.0,12.0,5.0,9,21,16,12.0,9.0,4.0,15.0,7.0,22.0,false
12.0,0.0,17.0,36,20.0,13.0,23.0,20,1.0,9.0,0,101,98,18.0,21.0,9.0,21.0,2.0,13,9,12.0,9,18.0,5.0,5.0,8,22.0,66,31,5.0,14.0,23.0,8,18,111,0.0,3.0,17.0,22.0,25.0,22.0,false
3.0,17.0,3.0,36,21.0,9.0,23.0,23,24.0,14.0,2,100,128,20.0,21.0,18.0,14.0,19.0,13,4,12.0,17,4.0,1.0,5.0,25,25.0,43,35,26.0,11.0,20.0,21,12,46,8.0,13.0,9.0,14.0,6.0,4.0,false
22.0,8.0,5.0,31,3.0,4.0,6.0,9,26.0,1.0,3,19,21,14.0,8.0,1.0,19.0,13.0,11,1,19.0,11,4.0,1.0,7.0,1,25.0,134,32,18.0,7.0,8.0,15,36,7,14.0,21.0,6.0,12.0,19.0,9.0,false
24.0,23.0,25.0,15,9.0,23.0,13.0,17,3.0,0.0,0,91,123,8.0,16.0,4.0,19.0,5.0,17,10,2.0,3,23.0,14.0,16.0,16,18.0,23,1,12.0,5.0,2.0,29,14,137,0.0,5.0,15.0,21.0,0.0,20.0,false
24.0,11.0,20.0,1,9.0,16.0,5.0,13,19.0,24.0,1,143,25,14.0,20.0,8.0,19.0,25.0,8,0,17.0,19,10.0,9.0,19.0,14,9.0,24,29,24.0,14.0,8.0,3,17,79,2.0,5.0,20.0,13.0,2.0,9.0,false
9.0,22.0,0.0,29,15.0,18.0,4.0,35,16.0,26.0,3,17,50,12.0,2.0,1.0,3.0,24.0,6,0,24.0,17,24.0,17.0,16.0,15,11.0,105,19,7.0,15.0,18.0,18,13,44,24.0,18.0,7.0,0.0,17.0,12.0,false
10.0,18.0,12.0,8,6.0,22.0,17.0,8,17.0,24.0,3,148,83,4.0,16.0,20.0,6.0,1.0,15,5,16.0,6,15.0,7.0,0.0,10,10.0,12,1,24.0,20.0,20.0,5,15,28,16.0,6.0,14.0,7.0,12.0,23.0,false
23.0,15.0,0.0,20,4.0,2.0,12.0,5,24.0,2.0,0,5,8,14.0,0.0,7.0,0.0,8.0,6,8,6.0,19,8.0,7.0,18.0,10,5.0,115,15,9.0,7.0,5.0,25,35,35,12.0,11.0,24.0,12.0,16.0,26.0,false
15.0,16.0,13.0,4,12.0,7.0,26.0,28,3.0,16.0,1,56,7,17.0,0.0,15.0,1.0,10.0,12,4,25.0,1,14.0,19.0,8.0,6,23.0,143,24,20.0,3.0,13.0,30,7,144,20.0,20.0,17.0,19.0,19.0,18.0,false
7.0,18.0,18.0,7,18.0,18.0,2.0,20,24.0,16.0,0,9,90,11.0,0.0,23.0,16.0,1.0,7,7,11.0,9,23.0,18.0,21.0,32,8.0,51,19,2.0,10.0,25.0,32,20,54,7.0,21.0,25.0,9.0,3.0,5.0,false
17.0,26.0,24.0,15,3.0,11.0,19.0,18,15.0,5.0,2,91,77,7.0,16.0,16.0,3.0,14.0,4,0,20.0,3,1.0,12.0,3.0,11,23.0,70,33,19.0,11.0,21.0,9,7,64,6.0,18.0,22.0,17.0,21.0,3.0,false
21.0,15.0,18.0,26,2.0,12.0,6.0,9,13.0,2.0,0,67,59,5.0,2.0,21.0,22.0,21.0,0,9,10.0,1,15.0,7.0,4.0,31,16.0,116,32,11.0,0.0,17.0,25,23,123,5.0,3.0,17.0,15.0,13.0,14.0,false
4.0,3.0,18.0,4,1.0,15.0,19.0,30,23.0,9.0,1,128,56,17.0,9.0,5.0,6.0,23.0,0,0,5.0,18,12.0,9.0,19.0,5,4.0,61,29,1.0,12.0,20.0,21,26,147,6.0,20.0,19.0,21.0,15.0,9.0,false
15.0,2.0,12.0,35,0.0,15.0,24.0,12,20.0,26.0,2,51,30,0.0,13.0,25.0,14.0,6.0,0,2,20.0,14,12.0,15.0,20.0,10,7.0,71,29,13.0,19.0,15.0,31,7,58,14.0,18.0,1.0,11.0,2.0,10.0,true
26.0,24.0,6.0,12,21.0,22.0,20.0,8,8.0,13.0,2,100,141,10.0,7.0,14.0,18.0,23.0,17,4,16.0,7,18.0,17.0,17.0,10,24.0,55,30,11.0,13.0,22.0,12,32,87,2.0,8.0,20.0,6.0,17.0,5.0,false
17.0,12.0,25.0,5,9.0,22.0,4.0,34,2.0,17.0,1,40,54,15.0,5.0,17.0,15.0,1.0,5,3,17.0,20,14.0,3.0,8.0,6,26.0,49,28,19.0,13.0,5.0,24,27,37,12.0,10.0,21.0,16.0,3.0,25.0,false
18.0,16.0,0.0,28,11.0,15.0,10.0,6,7.0,1.0,1,89,146,13.0,18.0,22.0,18.0,7.0,15,6,21.0,13,14.0,4.0,14.0,31,14.0,93,22,19.0,1.0,18.0,36,22,89,3.0,17.0,11.0,10.0,7.0,20.0,false
18.0,3.0,16.0,33,17.0,21.0,16.0,13,3.0,15.0,2,12,36,11.0,19.0,7.0,11.0,3.0,17,4,24.0,18,18.0,21.0,9.0,12,26.0,126,8,21.0,18.0,13.0,30,28,26,18.0,8.0,19.0,21.0,25.0,1.0,false
26.0,12.0,19.0,4,1.0,22.0,23.0,18,19.0,24.0,3,143,112,15.0,14.0,0.0,20.0,13.0,18,8,8.0,15,11.0,20.0,2.0,11,5.0,28,28,9.0,13.0,1.0,3,32,72,4.0,6.0,16.0,10.0,7.0,2.0,false
24.0,10.0,7.0,36,6.0,20.0,21.0,2,18.0,15.0,0,16,106,24.0,12.0,17.0,24.0,11.0,4,2,25.0,11,5.0,22.0,15.0,17,24.0,11,3,14.0,4.0,12.0,0,22,114,16.0,15.0,8.0,16.0,9.0,14.0,false
0.0,4.0,24.0,24,16.0,5.0,15.0,10,20.0,13.0,1,7,117,17.0,15.0,24.0,6.0,12.0,13,9,25.0,15,16.0,17.0,18.0,20,7.0,31,33,18.0,18.0,23.0,29,35,99,21.0,16.0,22.0,6.0,15.0,12.0,false
23.0,19.0,3.0,32,23.0,2.0,20.0,16,10.0,23.0,3,77,45,24.0,0.0,8.0,21.0,7.0,13,5,1.0,19,22.0,17.0,26.0,9,14.0,126,29,19.0,17.0,12.0,18,25,49,19.0,10.0,23.0,11.0,20.0,14.0,false
6.0,19.0,14.0,6,26.0,2.0,20.0,29,26.0,25.0,1,37,53,16.0,24.0,16.0,22.0,5.0,18,0,21.0,5,1.0,4.0,10.0,10,9.0,122,10,16.0,19.0,18.0,4,19,71,13.0,7.0,17.0,16.0,8.0,6.0,true
4.0,24.0,13.0,15,15.0,22.0,0.0,28,26.0,8.0,3,147,47,0.0,0.0,19.0,5.0,2.0,8,10,6.0,17,18.0,24.0,6.0,20,4.0,95,22,23.0,9.0,0.0,23,32,10,23.0,18.0,0.0,17.0,20.0,6.0,true
10.0,1.0,26.0,5,7.0,0.0,23.0,12,20.0,5.0,2,73,89,24.0,19.0,15.0,0.0,19.0,20,11,1.0,19,2.0,16.0,16.0,9,6.0,21,13,22.0,23.0,14.0,29,30,72,2.0,7.0,22.0,9.0,10.0,25.0,true
5.0,0.0,11.0,23,22.0,19.0,26.0,7,8.0,23.0,3,62,60,16.0,2.0,5.0,10.0,11.0,0,10,4.0,8,9.0,24.0,3.0,11,20.0,100,31,21.0,3.0,19.0,9,24,140,1.0,19.0,25.0,4.0,3.0,19.0,false
25.0,21.0,10.0,9,5.0,14.0,13.0,12,10.0,6.0,1,94,128,25.0,3.0,13.0,6.0,9.0,2,11,2.0,7,5.0,25.0,7.0,10,0.0,51,23,10.0,17.0,25.0,2,5,140,7.0,25.0,19.0,21.0,13.0,21.0,false
5.0,4.0,8.0,36,0.0,5.0,19.0,7,24.0,21.0,3,8,14,17.0,25.0,23.0,11.0,23.0,20,4,14.0,1,19.0,13.0,14.0,4,15.0,6,29,20.0,22.0,21.0,3,33,79,13.0,16.0,17.0,26.0,2.0,22.0,false
12.0,7.0,17.0,4,10.0,26.0,24.0,15,20.0,7.0,1,69,56,2.0,20.0,19.0,18.0,18.0,13,0,18.0,12,4.0,13.0,18.0,16,17.0,23,15,9.0,18.0,9.0,22,35,112,3.0,14.0,7.0,0.0,9.0,14.0,false
1.0,3.0,13.0,12,9.0,3.0,16.0,13,14.0,10.0,2,36,26,2.0,14.0,7.0,9.0,15.0,16,4,6.0,14,23.0,17.0,25.0,4,18.0,26,26,16.0,12.0,1.0,12,3,146,17.0,25.0,12.0,11.0,9.0,21.0,false
15.0,12.0,23.0,7,25.0,16.0,16.0,36,23.0,8.0,0,2,20,18.0,8.0,7.0,17.0,22.0,19,7,21.0,12,17.0,24.0,12.0,29,14.0,37,34,24.0,18.0,0.0,12,12,37,25.0,20.0,21.0,24.0,6.0,13.0,false
13.0,4.0,24.0,36,12.0,4.0,19.0,32,26.0,6.0,3,105,115,0.0,8.0,20.0,9.0,21.0,8,1,13.0,10,21.0,25.0,10.0,21,18.0,0,17,11.0,9.0,20.0,12,25,86,5.0,4.0,17.0,0.0,0.0,26.0,false
0.0,6.0,14.0,20,15.0,26.0,24.0,23,5.0,16.0,2,62,102,26.0,2.0,10.0,3.0,11.0,20,8,4.0,16,11.0,15.0,12.0,22,9.0,138,4,22.0,17.0,15.0,1,13,18,13.0,17.0,13.0,19.0,19.0,14.0,true
8.0,17.0,15.0,2,23.0,25.0,7.0,9,5.0,12.0,1,46,68,21.0,23.0,3.0,10.0,9.0,15,8,2.0,5,20.0,15.0,15.0,10,24.0,138,36,7.0,17.0,4.0,20,2,117,8.0,1.0,23.0,2.0,21.0,3.0,true
20.0,17.0,13.0,16,7.0,2.0,8.0,29,1.0,21.0,2,72,120,2.0,26.0,18.0,12.0,7.0,18,6,10.0,6,25.0,24.0,20.0,30,16.0,136,22,25.0,12.0,7.0,34,13,139,19.0,9.0,9.0,23.0,3.0,20.0,false
19.0,23.0,14.0,9,24.0,4.0,15.0,27,25.0,18.0,3,6,76,22.0,15.0,10.0,16.0,24.0,20,8,13.0,17,11.0,12.0,15.0,29,0.0,56,20,21.0,0.0,19.0,35,13,46,13.0,11.0,6.0,13.0,13.0,2.0,false
18.0,4.0,15.0,11,10.0,25.0,4.0,11,2.0,25.0,3,56,77,4.0,5.0,12.0,0.0,12.0,16,0,19.0,10,8.0,1.0,1.0,28,24.0,69,36,23.0,15.0,10.0,21,35,49,22.0,17.0,18.0,15.0,15.0,0.0,false
16.0,15.0,19.0,15,18.0,23.0,9.0,17,2.0,12.0,1,141,146,13.0,20.0,2.0,6.0,17.0,9,4,19.0,6,15.0,9.0,10.0,5,22.0,124,30,7.0,23.0,5.0,10,24,27,8.0,2.0,24.0,4.0,7.0,2.0,false
8.0,26.0,15.0,23,8.0,11.0,10.0,9,3.0,20.0,3,129,124,8.0,22.0,8.0,7.0,11.0,6,10,17.0,6,25.0,22.0,4.0,33,15.0,94,22,0.0,5.0,4.0,21,10,69,22.0,16.0,7.0,11.0,19.0,8.0,false
23.0,7.0,4.0,16,25.0,4.0,17.0,34,0.0,9.0,1,31,18,7.0,0.0,6.0,11.0,22.0,13,2,26.0,7,12.0,8.0,21.0,6,15.0,61,21,15.0,23.0,15.0,29,36,88,7.0,1.0,17.0,18.0,2.0,3.0,false
15.0,18.0,19.0,11,8.0,0.0,20.0,4,24.0,19.0,3,57,139,5.0,18.0,17.0,19.0,11.0,6,6,15.0,8,8.0,0.0,17.0,6,5.0,131,24,13.0,8.0,2.0,19,8,121,5.0,26.0,24.0,21.0,1.0,7.0,true
16.0,4.0,18.0,18,20.0,21.0,26.0,0,19.0,5.0,3,140,79,7.0,12.0,13.0,20.0,16.0,15,6,22.0,0,25.0,4.0,11.0,5,0.0,46,10,14.0,3.0,15.0,7,16,64,16.0,26.0,9.0,4.0,25.0,22.0,false
5.0,22.0,17.0,14,23.0,11.0,16.0,8,11.0,7.0,3,107,113,5.0,17.0,15.0,4.0,21.0,8,1,21.0,14,24.0,21.0,8.0,21,13.0,27,1,24.0,26.0,23.0,20,22,32,14.0,23.0,11.0,14.0,1.0,4.0,false
8.0,9.0,18.0,1,17.0,10.0,23.0,12,19.0,10.0,2,78,22,18.0,21.0,14.0,12.0,12.0,0,10,14.0,5,20.0,8.0,14.0,12,4.0,80,20,8.0,15.0,26.0,24,26,140,17.0,1.0,12.0,1.0,12.0,14.0,false
22.0,10.0,10.0,1,24.0,6.0,25.0,26,5.0,24.0,2,81,120,15.0,5.0,6.0,25.0,10.0,3,4,15.0,6,11.0,20.0,19.0,21,18.0,33,2,21.0,3.0,8.0,3,1,9,21.0,6.0,10.0,9.0,24.0,9.0,false
23.0,12.0,13.0,20,24.0,17.0,0.0,27,20.0,12.0,0,96,43,16.0,23.0,24.0,10.0,7.0,17,2,18.0,19,15.0,13.0,26.0,17,24.0,23,34,0.0,17.0,11.0,30,28,144,18.0,17.0,14.0,9.0,5.0,20.0,true
0.0,20.0,11.0,20,22.0,26.0,26.0,31,10.0,14.0,0,114,109,17.0,10.0,3.0,5.0,23.0,9,0,22.0,0,1.0,26.0,8.0,1,3.0,100,12,9.0,19.0,18.0,18,11,2,1.0,1.0,5.0,1.0,17.0,3.0,true
5.0,25.0,23.0,16,9.0,19.0,26.0,27,0.0,3.0,2,99,114,26.0,0.0,3.0,19.0,20.0,16,9,12.0,0,11.0,2.0,23.0,7,23.0,82,34,25.0,6.0,16.0,15,25,38,21.0,12.0,9.0,17.0,17.0,24.0,false
16.0,2.0,2.0,15,4.0,22.0,0.0,34,8.0,13.0,3,133,38,13.0,26.0,14.0,18.0,6.0,0,9,23.0,2,26.0,16.0,11.0,7,5.0,81,33,2.0,26.0,20.0,2,4,93,25.0,10.0,16.0,21.0,5.0,4.0,false
1.0,0.0,2.0,22,10.0,14.0,10.0,32,20.0,17.0,2,53,121,4.0,7.0,10.0,26.0,0.0,10,10,4.0,5,14.0,3.0,18.0,33,22.0,1,22,16.0,16.0,4.0,18,22,85,9.0,3.0,6.0,7.0,16.0,6.0,false
20.0,4.0,17.0,3,8.0,2.0,0.0,7,15.0,0.0,2,51,141,11.0,4.0,5.0,4.0,13.0,13,8,22.0,7,10.0,19.0,15.0,13,19.0,7,5,17.0,9.0,6.0,23,32,112,13.0,10.0,18.0,19.0,5.0,5.0,false
0.0,3.0,26.0,26,17.0,14.0,0.0,23,0.0,3.0,1,44,70,13.0,9.0,18.0,10.0,0.0,16,7,9.0,13,15.0,13.0,26.0,7,4.0,140,24,1.0,16.0,4.0,27,19,78,2.0,0.0,12.0,24.0,4.0,3.0,false
23.0,8.0,2.0,17,3.0,5.0,24.0,18,4.0,23.0,3,2,94,15.0,13.0,23.0,26.0,1.0,4,0,24.0,6,14.0,2.0,3.0,16,9.0,46,21,19.0,11.0,18.0,22,32,45,14.0,26.0,12.0,26.0,0.0,15.0,false
6.0,15.0,5.0,9,13.0,16.0,13.0,12,17.0,1.0,1,127,109,2.0,21.0,22.0,24.0,25.0,10,11,12.0,4,12.0,19.0,17.0,20,13.0,38,9,15.0,9.0,20.0,8,24,123,16.0,17.0,2.0,18.0,6.0,22.0,false
17.0,5.0,12.0,19,24.0,26.0,18.0,32,21.0,3.0,0,23,133,16.0,16.0,22.0,14.0,2.0,18,10,7.0,2,9.0,4.0,0.0,29,12.0,95,7,15.0,6.0,5.0,23,26,24,9.0,8.0,17.0,18.0,2.0,25.0,false
3.0,0.0,18.0,6,17.0,11.0,14.0,6,5.0,18.0,0,32,111,20.0,6.0,26.0,11.0,20.0,0,8,0.0,4,21.0,6.0,5.0,27,20.0,27,21,8.0,5.0,20.0,20,15,98,9.0,26.0,1.0,4.0,1.0,0.0,false
8.0,19.0,5.0,30,6.0,10.0,11.0,7,8.0,11.0,3,109,34,19.0,19.0,9.0,16.0,21.0,7,3,26.0,8,12.0,12.0,12.0,5,9.0,55,14,7.0,5.0,12.0,19,28,119,20.0,15.0,19.0,25.0,0.0,17.0,false
22.0,13.0,11.0,25,9.0,18.0,21.0,33,14.0,2.0,1,139,42,12.0,3.0,21.0,22.0,2.0,5,4,15.0,2,13.0,14.0,20.0,33,8.0,4,23,26.0,6.0,21.0,14,2,13,13.0,14.0,18.0,23.0,0.0,14.0,true
24.0,1.0,0.0,19,25.0,5.0,9.0,23,7.0,7.0,1,1,122,10.0,13.0,25.0,19.0,18.0,19,7,0.0,16,25.0,8.0,1.0,34,24.0,142,27,19.0,1.0,17.0,10,29,128,23.0,26.0,1.0,23.0,23.0,4.0,false
26.0,7.0,6.0,0,14.0,26.0,9.0,10,8.0,22.0,3,134,70,2.0,17.0,14.0,26.0,19.0,7,3,26.0,17,15.0,8.0,9.0,36,6.0,3,12,20.0,17.0,26.0,26,22,130,25.0,7.0,12.0,12.0,2.0,8.0,false
15.0,18.0,23.0,18,16.0,4.0,15.0,18,6.0,24.0,0,85,147,18.0,18.0,25.0,10.0,20.0,9,10,3.0,15,22.0,2.0,3.0,18,7.0,72,13,1.0,18.0,2.0,19,23,61,5.0,10.0,20.0,5.0,16.0,15.0,true
3.0,15.0,10.0,4,13.0,11.0,17.0,15,25.0,7.0,2,58,43,5.0,8.0,14.0,25.0,0.0,9,4,26.0,11,12.0,20.0,16.0,23,15.0,26,30,9.0,13.0,26.0,12,24,8,8.0,24.0,3.0,15.0,19.0,20.0,false
14.0,18.0,21.0,25,26.0,11.0,2.0,13,12.0,1.0,2,38,43,26.0,18.0,22.0,26.0,12.0,18,1,4.0,18,3.0,11.0,5.0,14,19.0,40,25,11.0,1.0,14.0,24,28,104,23.0,20.0,24.0,23.0,20.0,21.0,true
11.0,20.0,5.0,11,2.0,26.0,21.0,18,9.0,13.0,3,128,148,18.0,5.0,12.0,11.0,9.0,7,9,12.0,6,9.0,12.0,3.0,36,22.0,62,29,1.0,7.0,14.0,26,24,102,9.0,0.0,10.0,7.0,17.0,21.0,false
24.0,15.0,13.0,19,6.0,3.0,12.0,36,17.0,25.0,3,3,54,23.0,7.0,1.0,3.0,7.0,9,7,2.0,4,17.0,9.0,11.0,20,1.0,17,3,26.0,24.0,11.0,16,6,138,4.0,4.0,8.0,21.0,12.0,25.0,false
22.0,11.0,22.0,12,19.0,7.0,25.0,36,4.0,9.0,2,80,79,16.0,8.0,4.0,10.0,3.0,6,8,2.0,0,24.0,3.0,3.0,27,13.0,15,13,25.0,21.0,20.0,0,2,123,18.0,1.0,8.0,17.0,10.0,26.0,true
